premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,salary_from,salary_to,salary_currency,salary_gross,id
False,Москва,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-24T11:36:19+0300,2021-09-24T11:36:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=44070312,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/44070312,[],"{'id': '7837', 'name': 'BMW', 'url': 'https://api.hh.ru/employers/7837', 'alternate_url': 'https://hh.ru/employer/7837', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1676479.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/308527.jpg', '90': 'https://hhcdn.ru/employer-logo/1676478.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=7837', 'trusted': True}","{'requirement': 'Magister or equivalent degree in IT or Mathematics. 6+ years work experience in the area of sales & marketing and...', 'responsibility': 'Close collaboration with the BMW national sales company (NSC) business units to gain an understanding of required reports. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': None, 'metro': {'station_name': 'Новослободская', 'line_name': 'Кольцевая', 'station_id': '5.82', 'line_id': '5', 'lat': 55.779606, 'lng': 37.601252}, 'metro_stations': [{'station_name': 'Новослободская', 'line_name': 'Кольцевая', 'station_id': '5.82', 'line_id': '5', 'lat': 55.779606, 'lng': 37.601252}], 'id': '1405362'}",,,2021-09-24T15:49:19+0300,2021-09-24T15:49:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47953449,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47953449,[],"{'id': '3360904', 'name': 'Спец-ЭК', 'url': 'https://api.hh.ru/employers/3360904', 'alternate_url': 'https://hh.ru/employer/3360904', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/519222.gif', '240': 'https://hhcdn.ru/employer-logo/2518366.png', '90': 'https://hhcdn.ru/employer-logo/2518365.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3360904', 'trusted': True}","{'requirement': 'Высшее техническое образование. Опыт работы с SQL. Понимание технологий и решений в области Big Data.', 'responsibility': 'Разработка и создание ""облачной""платформы. Разработка стандартов загрузки, хранения и доступа к данным.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-24T09:16:22+0300,2021-09-24T09:16:22+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46505445,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/46505445,[],"{'id': '4233', 'name': 'X5 RETAIL GROUP', 'url': 'https://api.hh.ru/employers/4233', 'alternate_url': 'https://hh.ru/employer/4233', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/2100170.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/414524.jpg', '240': 'https://hhcdn.ru/employer-logo/2100171.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4233', 'trusted': True}","{'requirement': ""Знание Python (Scala/Java могут оказаться плюсом). Умение пользоваться git'ом и работать в команде. Знание классических алгоритмов и структур..."", 'responsibility': 'Customer Value Management (CVM). Прогнозирование спроса. Промо. Ассортимент. Ценообразование. Ad-hoc аналитика. Участвовать в разработке продуктивных систем. Строить модели машинного...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 3000, 'currency': 'USD', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2021-09-24T12:22:02+0300,2021-09-24T12:22:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48239970,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48239970,[],"{'id': '747028', 'name': 'IT_Selection', 'url': 'https://api.hh.ru/employers/747028', 'alternate_url': 'https://hh.ru/employer/747028', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/871766.jpeg', '90': 'https://hhcdn.ru/employer-logo/3927939.jpeg', '240': 'https://hhcdn.ru/employer-logo/3927940.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=747028', 'trusted': True}","{'requirement': 'Bachelor’s or Master’s Degree in technical field: Computer Science / Statistics / Mathematics / Physics / other (economics, biology etc). ', 'responsibility': 'Integrations with other parts of the platform. Ownership of several small features. Participation in product development. Mentoring Junior Data <highlighttext>Scientists</highlighttext>.'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True,,3000.0,USD,True,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-23T18:19:57+0300,2021-09-23T18:19:57+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48223489,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48223489,[],"{'id': '1994', 'name': 'АДВ', 'url': 'https://api.hh.ru/employers/1994', 'alternate_url': 'https://hh.ru/employer/1994', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3321272.png', '240': 'https://hhcdn.ru/employer-logo/3321273.png', 'original': 'https://hhcdn.ru/employer-logo-original/720041.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1994', 'trusted': True}","{'requirement': 'Отличное знание Python 3.6+, алгоритмов и структур данных. Навыки манипуляции с данными (pandas). Использование Git, Linux. Знание статистики. ', 'responsibility': 'Разработка и улучшение модулей инструментов медиапланирования. Разработка алгоритмов оптимизации (в основном дискретной оптимизации). Исследование и построение моделей по данным интернет...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-24T08:57:06+0300,2021-09-24T08:57:06+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=37625294,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/37625294,[],"{'id': '4181', 'name': 'Банк ВТБ (ПАО)', 'url': 'https://api.hh.ru/employers/4181', 'alternate_url': 'https://hh.ru/employer/4181', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2369889.png', '90': 'https://hhcdn.ru/employer-logo/2369888.png', 'original': 'https://hhcdn.ru/employer-logo-original/482009.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4181', 'trusted': True}","{'requirement': 'Высшее образование (физико-математическое/ техническое/ экономическое). Владение методами анализа данных и моделирования. Владение SAS (Base, EG, Miner), R или Python...', 'responsibility': 'Бизнес модели (модели принятия решения по кредитным заявкам, модели оценки дохода, оценки обязательств, антифрод и другие). Регуляторные модели. Модели взыскания. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 300000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2021-09-25T17:17:28+0300,2021-09-25T17:17:28+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47414035,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47414035,[],"{'id': '1574063', 'name': 'ClearScale', 'url': 'https://api.hh.ru/employers/1574063', 'alternate_url': 'https://hh.ru/employer/1574063', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/7789.png', '90': 'https://hhcdn.ru/employer-logo/1091270.png', '240': 'https://hhcdn.ru/employer-logo/1091271.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1574063', 'trusted': True}","{'requirement': 'Bachelor or Specialist/Masters in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. 2+ years of experience...', 'responsibility': 'Select and justify the appropriate ML approach for a given business problem. Design and implement scalable, cost-optimized, reliable, and...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,300000.0,,RUR,True,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': 'Москва, Пресненская набережная, 6 стр.2, Башня Империя', 'metro': None, 'metro_stations': [], 'id': '200613'}",,,2021-09-23T10:51:10+0300,2021-09-23T10:51:10+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=43822820,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/43822820,[],"{'id': '6528', 'name': 'dentsu', 'url': 'https://api.hh.ru/employers/6528', 'alternate_url': 'https://hh.ru/employer/6528', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3574556.jpeg', '90': 'https://hhcdn.ru/employer-logo/3574555.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/783416.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6528', 'trusted': True}","{'requirement': 'Знание R или Python, отличные навыки работы в Excel. Data mining. Построение эконометрических моделей. Построение предиктивных моделей и прогнозов. ', 'responsibility': 'Marketing mix modeling. Построение стратегических прогнозов. Выполнение проектов по эконометрическому моделированию. Сбор данных из открытых источников. Отслеживание процесса по сбору...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-22T16:43:23+0300,2021-09-22T16:43:23+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=42839181,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/42839181,[],"{'id': '37623', 'name': 'Diamond Personnel R&C', 'url': 'https://api.hh.ru/employers/37623', 'alternate_url': 'https://hh.ru/employer/37623', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/224224.jpg', '90': 'https://hhcdn.ru/employer-logo/635315.jpeg', '240': 'https://hhcdn.ru/employer-logo/635316.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=37623', 'trusted': True}","{'requirement': 'Практический опыт полного цикла решения ML задачи: предобработка данных, выбор алгоритмов и тюнинг их параметров, оценка качества моделей, визуализация. ', 'responsibility': 'Мы ищем математиков и специалистов в области анализа данных, которые будут участвовать в качественном улучшении существующих и создании новых алгоритмов...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пречистенская набережная', 'building': '17-19', 'description': None, 'lat': 55.739732, 'lng': 37.605508, 'raw': 'Москва, Пречистенская набережная, 17-19', 'metro': None, 'metro_stations': [], 'id': '5635502'}",,,2021-09-20T15:29:58+0300,2021-09-20T15:29:58+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48101680,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48101680,[],"{'id': '5147489', 'name': 'ХАЙТЕКИНЖИНИРИНГ', 'url': 'https://api.hh.ru/employers/5147489', 'alternate_url': 'https://hh.ru/employer/5147489', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/895287.png', '90': 'https://hhcdn.ru/employer-logo/4021835.png', '240': 'https://hhcdn.ru/employer-logo/4021836.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5147489', 'trusted': True}","{'requirement': 'Опыт работы в Data-driven проектах от 1 года. Опыт разработки на Python от 2 лет. Умение писать аккуратный и...', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,200000.0,,RUR,True,1
False,Москва,"{'id': '3529-3529-data', 'name': 'Сбер. Data Science'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-22T17:28:11+0300,2021-09-22T17:28:11+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48185144,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48185144,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Равенство и инклюзивность: создание AI-решений и моделей для людей с ограниченными возможностями (трудности со зрением, слухом и различные физ. ', 'responsibility': 'Ищем Data <highlighttext>Scientist</highlighttext>, для решения важных социальных задач, связанных с предотвращением загрязнения мирового океана, борьба с браконьерством; защита редких видов...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '3529-3529-data', 'name': 'Сбер. Data Science'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Кутузовский проспект', 'building': '32', 'description': None, 'lat': 55.740421, 'lng': 37.532071, 'raw': 'Москва, Кутузовский проспект, 32', 'metro': {'station_name': 'Кутузовская', 'line_name': 'МЦК', 'station_id': '95.536', 'line_id': '95', 'lat': 55.740833, 'lng': 37.533333}, 'metro_stations': [{'station_name': 'Кутузовская', 'line_name': 'МЦК', 'station_id': '95.536', 'line_id': '95', 'lat': 55.740833, 'lng': 37.533333}], 'id': '823806'}",,,2021-09-23T18:04:07+0300,2021-09-23T18:04:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48223110,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48223110,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Знание машинного обучения и статистического анализа. Знание мат. статистики, алгоритмов, структур данных. Знание Python и основных библиотек анализа данных. ', 'responsibility': 'Разбираться в структуре моделей из абсолютно различных сфер (начиная от кредитного скоринга и заканчивая распознаванием речи), тестировать корректность модели, челленджить...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 96000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Кутузовский проспект', 'building': '36с41', 'description': None, 'lat': 55.742494, 'lng': 37.527831, 'raw': 'Москва, Кутузовский проспект, 36с41', 'metro': {'station_name': 'Кутузовская', 'line_name': 'Филевская', 'station_id': '4.73', 'line_id': '4', 'lat': 55.740544, 'lng': 37.5341}, 'metro_stations': [{'station_name': 'Кутузовская', 'line_name': 'Филевская', 'station_id': '4.73', 'line_id': '4', 'lat': 55.740544, 'lng': 37.5341}, {'station_name': 'Парк Победы', 'line_name': 'Арбатско-Покровская', 'station_id': '3.173', 'line_id': '3', 'lat': 55.735679, 'lng': 37.516865}], 'id': '917957'}",,,2021-09-27T15:54:27+0300,2021-09-27T15:54:27+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47227170,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47227170,[],"{'id': '14402', 'name': 'Элемент Лизинг', 'url': 'https://api.hh.ru/employers/14402', 'alternate_url': 'https://hh.ru/employer/14402', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/798470.png', '90': 'https://hhcdn.ru/employer-logo/3634767.png', '240': 'https://hhcdn.ru/employer-logo/3634768.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=14402', 'trusted': True}","{'requirement': 'Знание основных алгоритмов и структур данных: жадные, динамические, оценка сложности алгоритма, list, dict, tuple, set. Python (Pandas, skLearn). ', 'responsibility': 'Разработка скоринговых и других моделей, применимых к задачам лизинга (80% времени - сбор и предобработка данных). Участие в процессе внедрения скоринговой...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,96000.0,RUR,True,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-22T11:24:42+0300,2021-09-22T11:24:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48164820,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48164820,[],"{'id': '6189', 'name': 'Bell Integrator', 'url': 'https://api.hh.ru/employers/6189', 'alternate_url': 'https://hh.ru/employer/6189', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/787767.png', '90': 'https://hhcdn.ru/employer-logo/787766.png', 'original': 'https://hhcdn.ru/employer-logo-original/230939.gif'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6189', 'trusted': True}","{'requirement': '3 years in an applied data science role. Fluency with scripting (Python or R). Hands-on experience with pandas, numpy...', 'responsibility': 'Engage in work on automating data preprocessing & feature engineering methods. Learn new approaches. Conduct experiments, write a lot of code. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': 'ozonru-2180-dev', 'name': 'Ozon Информационные технологии'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пресненская набережная', 'building': '10', 'description': None, 'lat': 55.7472329566, 'lng': 37.5365582907, 'raw': 'Москва, Пресненская набережная, 10', 'metro': {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, 'metro_stations': [{'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Деловой центр', 'line_name': 'Солнцевская', 'station_id': '133.468', 'line_id': '133', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Международная', 'line_name': 'Филевская', 'station_id': '4.179', 'line_id': '4', 'lat': 55.748324, 'lng': 37.533282}], 'id': '1522426'}",,,2021-09-23T12:16:38+0300,2021-09-23T12:16:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47323844,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47323844,[],"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3391429.png', '240': 'https://hhcdn.ru/employer-logo/3391430.png', 'original': 'https://hhcdn.ru/employer-logo-original/737613.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'trusted': True}","{'requirement': 'Автоматическое понимание и обогащение текстовых запросов пользователей. Хорошее знание Python. Опыт решения production DS-задач в интернет-бизнесе (желателен опыт...', 'responsibility': 'Управление командой из нескольких ML-разработчиков: дизайн и декомпозиция задач, планирование, контроль качества, улучшение процессов. Создание и улучшение алгоритмов ранжирования...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,,,,,1
False,Москва,"{'id': 'ozonru-2180-dev', 'name': 'Ozon Информационные технологии'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-09-21T19:45:11+0300,2021-09-21T19:45:11+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48150190,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48150190,[],"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3391429.png', '240': 'https://hhcdn.ru/employer-logo/3391430.png', 'original': 'https://hhcdn.ru/employer-logo-original/737613.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'trusted': True}","{'requirement': 'Хороший математический бэкграунд. Знание алгоритмов и структур данных. Готовность не только обучать модели, но и катить их в прод. ', 'responsibility': 'Обучать ML-модели для прогноза действий пользователей. Разработать сервис, способный подобрать правильную ставку на товар для оптимизации заказов при условии...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Лесная улица', 'building': '7', 'description': None, 'lat': 55.778669, 'lng': 37.587964, 'raw': 'Москва, Лесная улица, 7', 'metro': {'station_name': 'Белорусская', 'line_name': 'Кольцевая', 'station_id': '5.20', 'line_id': '5', 'lat': 55.775179, 'lng': 37.582303}, 'metro_stations': [{'station_name': 'Белорусская', 'line_name': 'Кольцевая', 'station_id': '5.20', 'line_id': '5', 'lat': 55.775179, 'lng': 37.582303}], 'id': '366206'}",,,2021-09-21T09:55:24+0300,2021-09-21T09:55:24+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48120590,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48120590,[],"{'id': '84585', 'name': 'Авито', 'url': 'https://api.hh.ru/employers/84585', 'alternate_url': 'https://hh.ru/employer/84585', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/236454.png', '90': 'https://hhcdn.ru/employer-logo/1388493.png', '240': 'https://hhcdn.ru/employer-logo/1388494.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=84585', 'trusted': True}","{'requirement': 'Обладаете глубоким пониманием ключевых методов, применяемых при решении задач машинного обучения, и границ применимости этих методов. Имеете опыт решения различных...', 'responsibility': 'Улучшать алгоритмы поиска фрода в сервисе, который обрабатывает тысячи объявлений в минуту. Искать и находить нетривиальные и эффективные решения реальных...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': 'mts-3776-it', 'name': '«МТС», IT'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'проспект Андропова', 'building': '18к9', 'description': None, 'lat': 55.691684, 'lng': 37.66062, 'raw': 'Москва, проспект Андропова, 18к9', 'metro': {'station_name': 'Технопарк', 'line_name': 'Замоскворецкая', 'station_id': '2.512', 'line_id': '2', 'lat': 55.695, 'lng': 37.664167}, 'metro_stations': [{'station_name': 'Технопарк', 'line_name': 'Замоскворецкая', 'station_id': '2.512', 'line_id': '2', 'lat': 55.695, 'lng': 37.664167}], 'id': '1226079'}",,,2021-09-22T16:46:42+0300,2021-09-22T16:46:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48183418,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48183418,[],"{'id': '3776', 'name': 'МТС', 'url': 'https://api.hh.ru/employers/3776', 'alternate_url': 'https://hh.ru/employer/3776', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3096661.jpeg', '90': 'https://hhcdn.ru/employer-logo/3096660.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/663882.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3776', 'trusted': True}","{'requirement': 'Опыт работы от 2 лет в области анализа данных и машинного обучения. Вы знаете, как работают ML-алгоритмы и не...', 'responsibility': 'Выгружать и готовить/обрабатывать данные (находить аномалии и инсайты). Перебирать гиперпараметры ml-моделей, пока кросс-валидация не даст нормальный результат :). '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '733-733-corp', 'name': 'ЛАНИТ. Департамент корпоративных систем'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Мурманский проезд', 'building': '14к1', 'description': None, 'lat': 55.807015, 'lng': 37.622315, 'raw': 'Москва, Мурманский проезд, 14к1', 'metro': {'station_name': 'Алексеевская', 'line_name': 'Калужско-Рижская', 'station_id': '6.8', 'line_id': '6', 'lat': 55.807794, 'lng': 37.638699}, 'metro_stations': [{'station_name': 'Алексеевская', 'line_name': 'Калужско-Рижская', 'station_id': '6.8', 'line_id': '6', 'lat': 55.807794, 'lng': 37.638699}, {'station_name': 'Марьина Роща', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.185', 'line_id': '10', 'lat': 55.793723, 'lng': 37.61618}, {'station_name': 'Рижская', 'line_name': 'Калужско-Рижская', 'station_id': '6.126', 'line_id': '6', 'lat': 55.792494, 'lng': 37.636114}], 'id': '385530'}",,,2021-09-22T14:17:39+0300,2021-09-22T14:17:39+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=43524482,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/43524482,[],"{'id': '733', 'name': 'ЛАНИТ', 'url': 'https://api.hh.ru/employers/733', 'alternate_url': 'https://hh.ru/employer/733', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2627354.jpeg', '90': 'https://hhcdn.ru/employer-logo/2627353.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/546470.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=733', 'trusted': True}","{'requirement': 'Отличные знания Python (pandas, sklearn, numpy, scipy, xgboost, seaborn, etc). Умение работать с logistic regression, svm, knn, nn, decision tree...', 'responsibility': 'Анализ данных из различных источников. Разработка прототипов моделей машинного обучения для решения различных. Прикладных задач. Участие в выводе моделей в...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
